instid;en_name;cat;journalnumb;n;jf;jfxpub
371;Department of Mathematical Sciences;BIOCHEMICAL RESEARCH METHODS;3;3;1.017;3.051
371;Department of Mathematical Sciences;PEDIATRICS;5;8;1.011;8.088
371;Department of Mathematical Sciences;INFECTIOUS DISEASES;10;15;1.009;15.135
371;Department of Mathematical Sciences;ENGINEERING, CIVIL;5;7;1.009;7.063
371;Department of Mathematical Sciences;NEUROSCIENCES;8;15;0.998;14.970
371;Department of Mathematical Sciences;PSYCHIATRY;4;5;0.990;4.950
371;Department of Mathematical Sciences;TRANSPLANTATION;2;2;0.975;1.950
371;Department of Mathematical Sciences;ANATOMY & MORPHOLOGY;2;3;0.974;2.922
371;Department of Mathematical Sciences;SPORT SCIENCES;1;1;0.973;0.973
371;Department of Mathematical Sciences;MEDICINE, RESEARCH & EXPERIMENTAL;2;4;0.961;3.844
371;Department of Mathematical Sciences;HEALTH POLICY & SERVICES;1;1;0.952;0.952
371;Department of Mathematical Sciences;MATHEMATICS, APPLIED;54;96;0.948;91.008
371;Department of Mathematical Sciences;IMMUNOLOGY;9;12;0.946;11.352
371;Department of Mathematical Sciences;PSYCHOLOGY, MULTIDISCIPLINARY;2;2;0.942;1.884
371;Department of Mathematical Sciences;BEHAVIORAL SCIENCES;1;1;0.941;0.941
371;Department of Mathematical Sciences;STATISTICS & PROBABILITY;28;60;0.931;55.860
371;Department of Mathematical Sciences;ENGINEERING, MANUFACTURING;1;1;0.926;0.926
371;Department of Mathematical Sciences;PHYSICS, MATHEMATICAL;16;35;0.900;31.500
371;Department of Mathematical Sciences;COMPUTER SCIENCE, THEORY & METHODS;3;5;0.894;4.470
371;Department of Mathematical Sciences;ASTRONOMY & ASTROPHYSICS;2;3;0.887;2.661
371;Department of Mathematical Sciences;FORESTRY;1;1;0.879;0.879
371;Department of Mathematical Sciences;CONSTRUCTION & BUILDING TECHNOLOGY;2;2;0.873;1.746
371;Department of Mathematical Sciences;NURSING;1;1;0.867;0.867
371;Department of Mathematical Sciences;UROLOGY & NEPHROLOGY;2;2;0.864;1.728
371;Department of Mathematical Sciences;PHARMACOLOGY & PHARMACY;2;2;0.841;1.682
371;Department of Mathematical Sciences;PHYSICS, MULTIDISCIPLINARY;5;10;0.821;8.210
371;Department of Mathematical Sciences;OBSTETRICS & GYNECOLOGY;2;2;0.813;1.626
371;Department of Mathematical Sciences;BIOLOGY;9;15;0.804;12.060
371;Department of Mathematical Sciences;COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE;1;1;0.791;0.791
371;Department of Mathematical Sciences;BIOPHYSICS;3;3;0.784;2.352
371;Department of Mathematical Sciences;VIROLOGY;3;5;0.783;3.915
371;Department of Mathematical Sciences;HEMATOLOGY;2;5;0.781;3.905
371;Department of Mathematical Sciences;PERIPHERAL VASCULAR DISEASE;2;5;0.781;3.905
371;Department of Mathematical Sciences;ENGINEERING, MECHANICAL;7;10;0.764;7.640
371;Department of Mathematical Sciences;REHABILITATION;2;2;0.757;1.514
371;Department of Mathematical Sciences;COMPUTER SCIENCE, SOFTWARE ENGINEERING;1;3;0.756;2.268
371;Department of Mathematical Sciences;MATHEMATICAL & COMPUTATIONAL BIOLOGY;14;22;0.752;16.544
371;Department of Mathematical Sciences;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL;1;1;0.739;0.739
371;Department of Mathematical Sciences;SPECTROSCOPY;1;1;0.739;0.739
371;Department of Mathematical Sciences;ZOOLOGY;1;1;0.721;0.721
371;Department of Mathematical Sciences;GERIATRICS & GERONTOLOGY;1;1;0.689;0.689
371;Department of Mathematical Sciences;SOIL SCIENCE;1;1;0.689;0.689
371;Department of Mathematical Sciences;ENGINEERING, MARINE;3;5;0.676;3.380
371;Department of Mathematical Sciences;PRIMARY HEALTH CARE;1;1;0.665;0.665
371;Department of Mathematical Sciences;CELL BIOLOGY;2;2;0.663;1.326
371;Department of Mathematical Sciences;MULTIDISCIPLINARY SCIENCES;5;22;0.629;13.838
371;Department of Mathematical Sciences;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;1;1;0.610;0.610
371;Department of Mathematical Sciences;METEOROLOGY & ATMOSPHERIC SCIENCES;1;1;0.599;0.599
371;Department of Mathematical Sciences;CHEMISTRY, MEDICINAL;1;1;0.597;0.597
371;Department of Mathematical Sciences;BIODIVERSITY CONSERVATION;1;1;0.575;0.575
371;Department of Mathematical Sciences;COMPUTER SCIENCE, HARDWARE & ARCHITECTURE;1;1;0.436;0.436
371;Department of Mathematical Sciences;OPHTHALMOLOGY;1;2;0.315;0.630
371;Department of Mathematical Sciences;ENGINEERING, OCEAN;1;1;0.288;0.288
371;Department of Mathematical Sciences;HISTORY & PHILOSOPHY OF SCIENCE;1;1;0.213;0.213
373;Department of Civil and Environmental Engineering;PSYCHOLOGY, APPLIED;1;1;1.785;1.785
373;Department of Civil and Environmental Engineering;PSYCHOLOGY, EXPERIMENTAL;3;3;1.748;5.244
373;Department of Civil and Environmental Engineering;GEOGRAPHY, PHYSICAL;1;1;1.666;1.666
373;Department of Civil and Environmental Engineering;AGRICULTURAL ENGINEERING;1;2;1.546;3.092
373;Department of Civil and Environmental Engineering;FISHERIES;1;1;1.536;1.536
373;Department of Civil and Environmental Engineering;ENGINEERING, MULTIDISCIPLINARY;4;5;1.508;7.540
373;Department of Civil and Environmental Engineering;MARINE & FRESHWATER BIOLOGY;3;3;1.503;4.509
373;Department of Civil and Environmental Engineering;MANAGEMENT;4;6;1.488;8.928
373;Department of Civil and Environmental Engineering;MINING & MINERAL PROCESSING;1;2;1.423;2.846
373;Department of Civil and Environmental Engineering;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS;3;3;1.416;4.248
373;Department of Civil and Environmental Engineering;ENERGY & FUELS;4;8;1.306;10.448
373;Department of Civil and Environmental Engineering;OPERATIONS RESEARCH & MANAGEMENT SCIENCE;1;1;1.292;1.292
373;Department of Civil and Environmental Engineering;ENGINEERING, ENVIRONMENTAL;12;36;1.267;45.612
373;Department of Civil and Environmental Engineering;BIOTECHNOLOGY & APPLIED MICROBIOLOGY;4;6;1.227;7.362
373;Department of Civil and Environmental Engineering;MATERIALS SCIENCE, CHARACTERIZATION & TESTING;1;1;1.206;1.206
373;Department of Civil and Environmental Engineering;PSYCHOLOGY, MULTIDISCIPLINARY;1;1;1.188;1.188
373;Department of Civil and Environmental Engineering;WATER RESOURCES;8;20;1.153;23.060
373;Department of Civil and Environmental Engineering;MATERIALS SCIENCE, COMPOSITES;5;6;1.110;6.660
373;Department of Civil and Environmental Engineering;MECHANICS;9;13;1.110;14.430
373;Department of Civil and Environmental Engineering;GEOSCIENCES, MULTIDISCIPLINARY;6;6;1.044;6.264
373;Department of Civil and Environmental Engineering;FORESTRY;2;2;1.039;2.078
373;Department of Civil and Environmental Engineering;MATERIALS SCIENCE, PAPER & WOOD;2;2;1.039;2.078
373;Department of Civil and Environmental Engineering;COMPUTER SCIENCE, SOFTWARE ENGINEERING;1;1;1.035;1.035
373;Department of Civil and Environmental Engineering;ENVIRONMENTAL SCIENCES;26;51;1.026;52.326
373;Department of Civil and Environmental Engineering;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;1;1;1.018;1.018
373;Department of Civil and Environmental Engineering;INFECTIOUS DISEASES;1;1;1.018;1.018
373;Department of Civil and Environmental Engineering;ENGINEERING, INDUSTRIAL;2;2;1.007;2.014
373;Department of Civil and Environmental Engineering;CONSTRUCTION & BUILDING TECHNOLOGY;16;49;1.007;49.343
373;Department of Civil and Environmental Engineering;ENGINEERING, CIVIL;20;54;0.997;53.838
373;Department of Civil and Environmental Engineering;GEOGRAPHY;1;1;0.978;0.978
373;Department of Civil and Environmental Engineering;ENGINEERING, MECHANICAL;10;22;0.932;20.504
373;Department of Civil and Environmental Engineering;ENGINEERING, CHEMICAL;1;1;0.914;0.914
373;Department of Civil and Environmental Engineering;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL;3;3;0.892;2.676
373;Department of Civil and Environmental Engineering;CHEMISTRY, PHYSICAL;4;4;0.874;3.496
373;Department of Civil and Environmental Engineering;MATERIALS SCIENCE, MULTIDISCIPLINARY;10;31;0.848;26.288
373;Department of Civil and Environmental Engineering;AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY;1;4;0.829;3.316
373;Department of Civil and Environmental Engineering;ENGINEERING, GEOLOGICAL;7;8;0.814;6.512
373;Department of Civil and Environmental Engineering;SPECTROSCOPY;1;1;0.812;0.812
373;Department of Civil and Environmental Engineering;FOOD SCIENCE & TECHNOLOGY;1;1;0.812;0.812
373;Department of Civil and Environmental Engineering;GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;3;4;0.808;3.232
373;Department of Civil and Environmental Engineering;MICROBIOLOGY;3;4;0.788;3.152
373;Department of Civil and Environmental Engineering;ACOUSTICS;6;27;0.746;20.142
373;Department of Civil and Environmental Engineering;MATHEMATICAL & COMPUTATIONAL BIOLOGY;1;2;0.715;1.430
373;Department of Civil and Environmental Engineering;BIOCHEMICAL RESEARCH METHODS;1;2;0.715;1.430
373;Department of Civil and Environmental Engineering;ENVIRONMENTAL STUDIES;3;4;0.710;2.840
373;Department of Civil and Environmental Engineering;COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS;1;1;0.709;0.709
373;Department of Civil and Environmental Engineering;SOIL SCIENCE;1;1;0.689;0.689
373;Department of Civil and Environmental Engineering;METALLURGY & METALLURGICAL ENGINEERING;1;1;0.620;0.620
373;Department of Civil and Environmental Engineering;CHEMISTRY, ANALYTICAL;5;6;0.619;3.714
373;Department of Civil and Environmental Engineering;MULTIDISCIPLINARY SCIENCES;1;4;0.604;2.416
373;Department of Civil and Environmental Engineering;THERMODYNAMICS;2;2;0.549;1.098
373;Department of Civil and Environmental Engineering;METEOROLOGY & ATMOSPHERIC SCIENCES;1;1;0.545;0.545
373;Department of Civil and Environmental Engineering;TOXICOLOGY;1;1;0.540;0.540
373;Department of Civil and Environmental Engineering;BIOCHEMISTRY & MOLECULAR BIOLOGY;1;1;0.515;0.515
373;Department of Civil and Environmental Engineering;TRANSPORTATION SCIENCE & TECHNOLOGY;2;3;0.486;1.458
373;Department of Civil and Environmental Engineering;POLYMER SCIENCE;3;3;0.443;1.329
373;Department of Civil and Environmental Engineering;PSYCHOLOGY, SOCIAL;1;1;0.432;0.432
373;Department of Civil and Environmental Engineering;COMMUNICATION;1;1;0.389;0.389
373;Department of Civil and Environmental Engineering;EDUCATION, SCIENTIFIC DISCIPLINES;1;1;0.387;0.387
373;Department of Civil and Environmental Engineering;ARCHITECTURE;1;1;0.386;0.386
373;Department of Civil and Environmental Engineering;LIMNOLOGY;1;2;0.350;0.700
373;Department of Civil and Environmental Engineering;MATHEMATICS, APPLIED;1;1;0.319;0.319
373;Department of Civil and Environmental Engineering;CHEMISTRY, MULTIDISCIPLINARY;2;2;0.280;0.560
374;Department of Shipping and Marine Technology;ENGINEERING, MULTIDISCIPLINARY;1;1;2.736;2.736
374;Department of Shipping and Marine Technology;CHEMISTRY, PHYSICAL;1;1;2.200;2.200
374;Department of Shipping and Marine Technology;ENGINEERING, CHEMICAL;1;1;2.200;2.200
374;Department of Shipping and Marine Technology;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS;2;2;1.805;3.610
374;Department of Shipping and Marine Technology;TOXICOLOGY;1;1;1.659;1.659
374;Department of Shipping and Marine Technology;GEOSCIENCES, MULTIDISCIPLINARY;1;1;1.634;1.634
374;Department of Shipping and Marine Technology;THERMODYNAMICS;1;1;1.605;1.605
374;Department of Shipping and Marine Technology;ENGINEERING, ENVIRONMENTAL;3;4;1.512;6.048
374;Department of Shipping and Marine Technology;ECOLOGY;3;3;1.443;4.329
374;Department of Shipping and Marine Technology;ENGINEERING, AEROSPACE;1;2;1.404;2.808
374;Department of Shipping and Marine Technology;BIOLOGY;1;1;1.403;1.403
374;Department of Shipping and Marine Technology;PHYSIOLOGY;1;1;1.403;1.403
374;Department of Shipping and Marine Technology;SOCIAL SCIENCES, INTERDISCIPLINARY;1;1;1.371;1.371
374;Department of Shipping and Marine Technology;NEUROSCIENCES;1;1;1.296;1.296
374;Department of Shipping and Marine Technology;PSYCHIATRY;1;1;1.296;1.296
374;Department of Shipping and Marine Technology;ENDOCRINOLOGY & METABOLISM;1;1;1.296;1.296
374;Department of Shipping and Marine Technology;PHYSICS, MATHEMATICAL;1;1;1.284;1.284
374;Department of Shipping and Marine Technology;TELECOMMUNICATIONS;1;1;1.281;1.281
374;Department of Shipping and Marine Technology;ENGINEERING, ELECTRICAL & ELECTRONIC;1;1;1.281;1.281
374;Department of Shipping and Marine Technology;COMPUTER SCIENCE, INFORMATION SYSTEMS;1;1;1.281;1.281
374;Department of Shipping and Marine Technology;MECHANICS;4;4;1.220;4.880
374;Department of Shipping and Marine Technology;MARINE & FRESHWATER BIOLOGY;4;5;1.200;6.000
374;Department of Shipping and Marine Technology;ENVIRONMENTAL SCIENCES;6;8;1.188;9.504
374;Department of Shipping and Marine Technology;ENVIRONMENTAL STUDIES;2;3;1.135;3.405
374;Department of Shipping and Marine Technology;TRANSPORTATION SCIENCE & TECHNOLOGY;1;2;1.125;2.250
374;Department of Shipping and Marine Technology;OPERATIONS RESEARCH & MANAGEMENT SCIENCE;1;1;1.116;1.116
374;Department of Shipping and Marine Technology;GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;2;3;1.062;3.186
374;Department of Shipping and Marine Technology;ENERGY & FUELS;3;3;1.057;3.171
374;Department of Shipping and Marine Technology;TRANSPORTATION;4;5;1.032;5.160
374;Department of Shipping and Marine Technology;MICROBIOLOGY;1;1;1.022;1.022
374;Department of Shipping and Marine Technology;COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS;3;3;1.017;3.051
374;Department of Shipping and Marine Technology;PSYCHOLOGY, APPLIED;2;2;0.972;1.944
374;Department of Shipping and Marine Technology;ERGONOMICS;3;4;0.933;3.732
374;Department of Shipping and Marine Technology;MATERIALS SCIENCE, MULTIDISCIPLINARY;1;1;0.924;0.924
374;Department of Shipping and Marine Technology;OCEANOGRAPHY;1;5;0.890;4.450
374;Department of Shipping and Marine Technology;ENGINEERING, INDUSTRIAL;3;4;0.869;3.476
374;Department of Shipping and Marine Technology;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;4;5;0.812;4.060
374;Department of Shipping and Marine Technology;ENGINEERING, MARINE;7;24;0.807;19.368
374;Department of Shipping and Marine Technology;EDUCATION & EDUCATIONAL RESEARCH;1;1;0.787;0.787
374;Department of Shipping and Marine Technology;HEALTH CARE SCIENCES & SERVICES;1;1;0.783;0.783
374;Department of Shipping and Marine Technology;METEOROLOGY & ATMOSPHERIC SCIENCES;1;1;0.749;0.749
374;Department of Shipping and Marine Technology;ENGINEERING, CIVIL;6;15;0.697;10.455
374;Department of Shipping and Marine Technology;ENGINEERING, OCEAN;3;7;0.696;4.872
374;Department of Shipping and Marine Technology;SOIL SCIENCE;1;1;0.689;0.689
374;Department of Shipping and Marine Technology;PHYSICS, FLUIDS & PLASMAS;2;2;0.626;1.252
374;Department of Shipping and Marine Technology;ENGINEERING, MECHANICAL;4;5;0.538;2.690
374;Department of Shipping and Marine Technology;MATERIALS SCIENCE, COMPOSITES;1;1;0.507;0.507
374;Department of Shipping and Marine Technology;PSYCHOLOGY, EXPERIMENTAL;1;1;0.226;0.226
375;Department of Technology Management and Economics;TRANSPORTATION SCIENCE & TECHNOLOGY;1;1;2.313;2.313
375;Department of Technology Management and Economics;AGRICULTURAL ENGINEERING;1;1;1.517;1.517
375;Department of Technology Management and Economics;COMPUTER SCIENCE, INFORMATION SYSTEMS;1;1;1.429;1.429
375;Department of Technology Management and Economics;ENGINEERING, ENVIRONMENTAL;2;3;1.414;4.242
375;Department of Technology Management and Economics;BIOTECHNOLOGY & APPLIED MICROBIOLOGY;2;2;1.382;2.764
375;Department of Technology Management and Economics;ENERGY & FUELS;2;2;1.382;2.764
375;Department of Technology Management and Economics;CONSTRUCTION & BUILDING TECHNOLOGY;3;5;1.375;6.875
375;Department of Technology Management and Economics;GEOGRAPHY;2;4;1.342;5.368
375;Department of Technology Management and Economics;PLANNING & DEVELOPMENT;4;4;1.334;5.336
375;Department of Technology Management and Economics;INDUSTRIAL RELATIONS & LABOR;1;1;1.320;1.320
375;Department of Technology Management and Economics;SOCIOLOGY;1;1;1.320;1.320
375;Department of Technology Management and Economics;COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE;3;3;1.295;3.885
375;Department of Technology Management and Economics;ENGINEERING, ELECTRICAL & ELECTRONIC;1;1;1.278;1.278
375;Department of Technology Management and Economics;HEALTH POLICY & SERVICES;2;4;1.251;5.004
375;Department of Technology Management and Economics;HEALTH CARE SCIENCES & SERVICES;2;4;1.251;5.004
375;Department of Technology Management and Economics;COMMUNICATION;3;12;1.222;14.664
375;Department of Technology Management and Economics;COMPUTER SCIENCE, SOFTWARE ENGINEERING;1;1;1.213;1.213
375;Department of Technology Management and Economics;ENVIRONMENTAL SCIENCES;3;4;1.191;4.764
375;Department of Technology Management and Economics;ENGINEERING, CIVIL;2;3;1.166;3.498
375;Department of Technology Management and Economics;PSYCHOLOGY, APPLIED;1;1;1.117;1.117
375;Department of Technology Management and Economics;TRANSPORTATION;5;7;1.108;7.756
375;Department of Technology Management and Economics;INFORMATION SCIENCE & LIBRARY SCIENCE;4;12;1.049;12.588
375;Department of Technology Management and Economics;ENGINEERING, INDUSTRIAL;10;18;0.996;17.928
375;Department of Technology Management and Economics;ENGINEERING, MANUFACTURING;5;10;0.994;9.940
375;Department of Technology Management and Economics;TELECOMMUNICATIONS;1;9;0.992;8.928
375;Department of Technology Management and Economics;GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;3;4;0.945;3.780
375;Department of Technology Management and Economics;ECONOMICS;6;9;0.940;8.460
375;Department of Technology Management and Economics;NURSING;1;1;0.926;0.926
375;Department of Technology Management and Economics;GENETICS & HEREDITY;1;1;0.924;0.924
375;Department of Technology Management and Economics;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;1;1;0.924;0.924
375;Department of Technology Management and Economics;CARDIAC & CARDIOVASCULAR SYSTEMS;1;2;0.915;1.830
375;Department of Technology Management and Economics;OPERATIONS RESEARCH & MANAGEMENT SCIENCE;9;19;0.894;16.986
375;Department of Technology Management and Economics;BUSINESS;14;28;0.894;25.032
375;Department of Technology Management and Economics;COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS;3;4;0.859;3.436
375;Department of Technology Management and Economics;EDUCATION & EDUCATIONAL RESEARCH;1;1;0.859;0.859
375;Department of Technology Management and Economics;EMERGENCY MEDICINE;1;2;0.854;1.708
375;Department of Technology Management and Economics;ERGONOMICS;1;1;0.836;0.836
375;Department of Technology Management and Economics;MANAGEMENT;30;75;0.820;61.500
375;Department of Technology Management and Economics;PUBLIC ADMINISTRATION;1;1;0.738;0.738
375;Department of Technology Management and Economics;FORESTRY;1;1;0.737;0.737
375;Department of Technology Management and Economics;ENVIRONMENTAL STUDIES;2;2;0.728;1.456
375;Department of Technology Management and Economics;COMPUTER SCIENCE, THEORY & METHODS;2;3;0.717;2.151
375;Department of Technology Management and Economics;MATERIALS SCIENCE, BIOMATERIALS;1;1;0.681;0.681
375;Department of Technology Management and Economics;ENGINEERING, BIOMEDICAL;1;1;0.681;0.681
375;Department of Technology Management and Economics;SOCIAL SCIENCES, INTERDISCIPLINARY;2;2;0.640;1.280
375;Department of Technology Management and Economics;FOOD SCIENCE & TECHNOLOGY;2;2;0.569;1.138
375;Department of Technology Management and Economics;ENGINEERING, MULTIDISCIPLINARY;3;7;0.483;3.381
375;Department of Technology Management and Economics;HISTORY & PHILOSOPHY OF SCIENCE;1;2;0.469;0.938
375;Department of Technology Management and Economics;HUMANITIES, MULTIDISCIPLINARY;1;1;0.389;0.389
523;Department of Fundamental Physics;PHYSICS, MULTIDISCIPLINARY;12;36;1.769;63.684
523;Department of Fundamental Physics;ASTRONOMY & ASTROPHYSICS;3;15;1.274;19.110
523;Department of Fundamental Physics;MATHEMATICS, APPLIED;1;4;1.097;4.388
523;Department of Fundamental Physics;MATHEMATICS;1;4;1.097;4.388
523;Department of Fundamental Physics;PHYSICS, PARTICLES & FIELDS;13;96;1.021;98.016
523;Department of Fundamental Physics;PHYSICS, NUCLEAR;12;76;0.972;73.872
523;Department of Fundamental Physics;OPTICS;2;2;0.794;1.588
523;Department of Fundamental Physics;PHYSICS, MATHEMATICAL;4;10;0.757;7.570
523;Department of Fundamental Physics;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL;3;4;0.630;2.520
523;Department of Fundamental Physics;INSTRUMENTS & INSTRUMENTATION;2;15;0.389;5.835
523;Department of Fundamental Physics;NUCLEAR SCIENCE & TECHNOLOGY;2;15;0.389;5.835
523;Department of Fundamental Physics;SPECTROSCOPY;1;13;0.377;4.901
523;Department of Fundamental Physics;MULTIDISCIPLINARY SCIENCES;1;1;0.023;0.023
1643;Department of Applied Information Technology (Chalmers);ROBOTICS;1;1;1.360;1.360
1643;Department of Applied Information Technology (Chalmers);INFORMATION SCIENCE & LIBRARY SCIENCE;2;4;1.251;5.004
1643;Department of Applied Information Technology (Chalmers);COMPUTER SCIENCE, HARDWARE & ARCHITECTURE;1;1;1.053;1.053
1643;Department of Applied Information Technology (Chalmers);COMPUTER SCIENCE, SOFTWARE ENGINEERING;1;1;1.053;1.053
1643;Department of Applied Information Technology (Chalmers);ECOLOGY;1;1;1.038;1.038
1643;Department of Applied Information Technology (Chalmers);EDUCATION & EDUCATIONAL RESEARCH;3;3;0.969;2.907
1643;Department of Applied Information Technology (Chalmers);COMPUTER SCIENCE, INFORMATION SYSTEMS;1;2;0.926;1.852
1643;Department of Applied Information Technology (Chalmers);LANGUAGE & LINGUISTICS THEORY;2;3;0.905;2.715
1643;Department of Applied Information Technology (Chalmers);LINGUISTICS;2;3;0.905;2.715
1643;Department of Applied Information Technology (Chalmers);MANAGEMENT;2;3;0.758;2.274
1643;Department of Applied Information Technology (Chalmers);ENVIRONMENTAL STUDIES;4;4;0.714;2.856
1643;Department of Applied Information Technology (Chalmers);ENGINEERING, INDUSTRIAL;1;1;0.704;0.704
1643;Department of Applied Information Technology (Chalmers);ERGONOMICS;1;1;0.704;0.704
1643;Department of Applied Information Technology (Chalmers);ENGINEERING, MANUFACTURING;1;2;0.613;1.226
1643;Department of Applied Information Technology (Chalmers);ART;1;2;0.613;1.226
1643;Department of Applied Information Technology (Chalmers);ENGINEERING, MULTIDISCIPLINARY;1;2;0.613;1.226
1643;Department of Applied Information Technology (Chalmers);INTERNATIONAL RELATIONS;1;1;0.585;0.585
1643;Department of Applied Information Technology (Chalmers);MATHEMATICS, APPLIED;1;1;0.555;0.555
1643;Department of Applied Information Technology (Chalmers);SOCIAL SCIENCES, INTERDISCIPLINARY;2;3;0.550;1.650
1643;Department of Applied Information Technology (Chalmers);GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY;1;1;0.523;0.523
1643;Department of Applied Information Technology (Chalmers);ENVIRONMENTAL SCIENCES;1;1;0.523;0.523
1643;Department of Applied Information Technology (Chalmers);BUSINESS;1;1;0.455;0.455
1643;Department of Applied Information Technology (Chalmers);COMMUNICATION;1;1;0.455;0.455
1643;Department of Applied Information Technology (Chalmers);PSYCHOLOGY, EXPERIMENTAL;1;2;0.389;0.778
1643;Department of Applied Information Technology (Chalmers);COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE;1;2;0.389;0.778
1643;Department of Applied Information Technology (Chalmers);NEUROSCIENCES;1;2;0.389;0.778
1643;Department of Applied Information Technology (Chalmers);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;2;3;0.275;0.825
1695;Department of Earth and Space Sciences;MULTIDISCIPLINARY SCIENCES;3;7;4.970;34.790
1695;Department of Earth and Space Sciences;BIOLOGY;1;1;2.579;2.579
1695;Department of Earth and Space Sciences;ENVIRONMENTAL STUDIES;1;1;2.238;2.238
1695;Department of Earth and Space Sciences;BIODIVERSITY CONSERVATION;1;1;2.023;2.023
1695;Department of Earth and Space Sciences;ELECTROCHEMISTRY;1;1;1.967;1.967
1695;Department of Earth and Space Sciences;ENERGY & FUELS;1;1;1.967;1.967
1695;Department of Earth and Space Sciences;MATERIALS SCIENCE, MULTIDISCIPLINARY;1;1;1.967;1.967
1695;Department of Earth and Space Sciences;PHYSICS, MULTIDISCIPLINARY;5;11;1.653;18.183
1695;Department of Earth and Space Sciences;OCEANOGRAPHY;1;1;1.562;1.562
1695;Department of Earth and Space Sciences;ECOLOGY;2;4;1.537;6.148
1695;Department of Earth and Space Sciences;IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY;5;13;1.484;19.292
1695;Department of Earth and Space Sciences;ENVIRONMENTAL SCIENCES;6;10;1.458;14.580
1695;Department of Earth and Space Sciences;GEOGRAPHY, PHYSICAL;1;1;1.401;1.401
1695;Department of Earth and Space Sciences;CHEMISTRY, PHYSICAL;2;2;1.335;2.670
1695;Department of Earth and Space Sciences;REMOTE SENSING;9;24;1.228;29.472
1695;Department of Earth and Space Sciences;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL;1;1;1.217;1.217
1695;Department of Earth and Space Sciences;SPECTROSCOPY;1;10;1.209;12.090
1695;Department of Earth and Space Sciences;ENGINEERING, ELECTRICAL & ELECTRONIC;9;29;1.196;34.684
1695;Department of Earth and Space Sciences;METEOROLOGY & ATMOSPHERIC SCIENCES;16;97;1.195;115.915
1695;Department of Earth and Space Sciences;GEOSCIENCES, MULTIDISCIPLINARY;9;15;1.191;17.865
1695;Department of Earth and Space Sciences;OPTICS;7;23;1.128;25.944
1695;Department of Earth and Space Sciences;GEOCHEMISTRY & GEOPHYSICS;10;27;1.095;29.565
1695;Department of Earth and Space Sciences;ASTRONOMY & ASTROPHYSICS;17;290;1.082;313.780
1695;Department of Earth and Space Sciences;PHYSICS, NUCLEAR;2;15;1.050;15.750
1695;Department of Earth and Space Sciences;TELECOMMUNICATIONS;3;11;1.026;11.286
1695;Department of Earth and Space Sciences;ENGINEERING, ENVIRONMENTAL;1;4;1.005;4.020
1695;Department of Earth and Space Sciences;PHYSICS, FLUIDS & PLASMAS;6;37;0.957;35.409
1695;Department of Earth and Space Sciences;NUCLEAR SCIENCE & TECHNOLOGY;1;5;0.932;4.660
1695;Department of Earth and Space Sciences;PHYSICS, MATHEMATICAL;2;2;0.831;1.662
1695;Department of Earth and Space Sciences;PHYSICS, APPLIED;7;14;0.801;11.214
1695;Department of Earth and Space Sciences;PHYSICS, CONDENSED MATTER;2;3;0.602;1.806
1695;Department of Earth and Space Sciences;INSTRUMENTS & INSTRUMENTATION;1;1;0.528;0.528
