Sweden;181
Germany;4
South Africa;3
Australia;7
Austria;1
Canada;3
Finland;8
Japan;1
Netherlands;3
Norway;2
Korea;1
Indonesia;6
China;3
Spain;5
Cuba;1
France;2
Belgium;4
Switzerland;1
Iran;6
Portugal;1
Slovenia;1
Lithuania;1
Niger;2
Nigeria;2
Georgia;1
Denmark;1
Totalt antal samarbeten;52
