Sweden;183
Niger;2
Nigeria;2
Finland;10
Australia;9
Spain;12
Norway;9
France;1
Cuba;2
Iran;7
Greece;1
Netherlands;3
Germany;3
Denmark;3
India;2
Belgium;2
Austria;2
USA;2
Slovenia;1
China;2
Laos;1
Turkey;2
Hungary;1
Iraq;1
Indonesia;1
Italy;3
South Africa;2
Iceland;1
Totalt antal samarbeten;67
