instid|sv_name|isi_id|cxfp
55|Institutionen för teknisk fysik|000208898200005|0,43194591961824097906
55|Institutionen för teknisk fysik|000271489900014|0,64350138848364116555
55|Institutionen för teknisk fysik|000271671500058|0,25661982379939797066
55|Institutionen för teknisk fysik|000272765200004|2,8542650476925816
55|Institutionen för teknisk fysik|000272875100018|1,7602140370283669
55|Institutionen för teknisk fysik|000272890700005|0,24945190299307381105
55|Institutionen för teknisk fysik|000273268900083|1,7602140370283669
55|Institutionen för teknisk fysik|000273428700014|4,4341167766338099
55|Institutionen för teknisk fysik|000273428700045|5,1888600577629691
55|Institutionen för teknisk fysik|000273472300032|4,6205618471994630
55|Institutionen för teknisk fysik|000273481500014|2,0496056442811588
55|Institutionen för teknisk fysik|000273611200012|0,38879456959346694371
55|Institutionen för teknisk fysik|000273694300027|0,00000000000000000000
55|Institutionen för teknisk fysik|000273770300002|2,7495860490090460
55|Institutionen för teknisk fysik|000273881900044|3,7494355213759718
55|Institutionen för teknisk fysik|000273883400047|1,2563424803756337
55|Institutionen för teknisk fysik|000273921800016|2,0122431481241999
55|Institutionen för teknisk fysik|000274002300066|0,24945190299307381105
55|Institutionen för teknisk fysik|000274089600013|1,1058231612234756
55|Institutionen för teknisk fysik|000274100800002|1,4291353961181553
55|Institutionen för teknisk fysik|000274180400038|1,2101471504570022
55|Institutionen för teknisk fysik|000274335100003|1,1688578571274937
55|Institutionen för teknisk fysik|000274338800063|1,6038294723994632
55|Institutionen för teknisk fysik|000274466100051|0,52953767055899997119
55|Institutionen för teknisk fysik|000274591000010|0,10821908935473970674
55|Institutionen för teknisk fysik|000274636900008|0,81277456599916407360
55|Institutionen för teknisk fysik|000274636900087|1,8061657022203646
55|Institutionen för teknisk fysik|000274767300004|0,34900642229268203809
55|Institutionen för teknisk fysik|000274800500028|0,26682876416320142133
55|Institutionen för teknisk fysik|000274841300072|2,9654109551303998
55|Institutionen för teknisk fysik|000274998100085|0,49890380598614762210
55|Institutionen för teknisk fysik|000275142000013|0,99012039582845636643
55|Institutionen för teknisk fysik|000275259300004|0,31136830163157753326
55|Institutionen för teknisk fysik|000275278200031|1,5094865622583183
55|Institutionen för teknisk fysik|000275363900026|0,55140036213468130850
55|Institutionen för teknisk fysik|000275379300037|2,0122431481241999
55|Institutionen för teknisk fysik|000275386100053|0,48320864629832066979
55|Institutionen för teknisk fysik|000275397400011|1,5760013639219564
55|Institutionen för teknisk fysik|000275457100029|0,42412275785545972851
55|Institutionen för teknisk fysik|000275586800045|1,4919066935862936
55|Institutionen för teknisk fysik|000275588000081|3,0114823892527946
55|Institutionen för teknisk fysik|000275995100064|1,4449325617762917
55|Institutionen för teknisk fysik|000275998300011|1,6433647244290621
55|Institutionen för teknisk fysik|000276058200035|0,51480111078691293244
55|Institutionen för teknisk fysik|000276096200061|0,17005821966781447775
55|Institutionen för teknisk fysik|000276096600028|1,6247031069932373
55|Institutionen för teknisk fysik|000276148800011|0,19721439036592463002
55|Institutionen för teknisk fysik|000276179300009|0,00000000000000000000
55|Institutionen för teknisk fysik|000276248800027|0,12472595149653690552
55|Institutionen för teknisk fysik|000276260800026|3,3744919692383747
55|Institutionen för teknisk fysik|000276372900012|1,2007629439405382
55|Institutionen för teknisk fysik|000276541500040|0,08545208055101740437
55|Institutionen för teknisk fysik|000276562300056|0,18061657022203646080
55|Institutionen för teknisk fysik|000276562300057|0,81277456599916407360
55|Institutionen för teknisk fysik|000276562500028|0,76526198850516514990
55|Institutionen för teknisk fysik|000276665500038|1,4506465124361595
55|Institutionen för teknisk fysik|000276692800075|1,1264518504156754
55|Institutionen för teknisk fysik|000276706600007|1,1904099829021368
55|Institutionen för teknisk fysik|000276713800009|0,00000000000000000000
55|Institutionen för teknisk fysik|000276722800011|0,73520048284624174467
55|Institutionen för teknisk fysik|000276736900014|1,1001337731427293
55|Institutionen för teknisk fysik|000276840100001|0,37361827581393483211
55|Institutionen för teknisk fysik|000276889300038|1,1053784278407941
55|Institutionen för teknisk fysik|000276921900010|0,26175481671951152857
55|Institutionen för teknisk fysik|000276956800050|2,7156640366100210
55|Institutionen för teknisk fysik|000276956800055|4,4438138780891253
55|Institutionen för teknisk fysik|000277201000007|0,0000000000000000
55|Institutionen för teknisk fysik|000277207800008|0,47785385499801098005
55|Institutionen för teknisk fysik|000277224400004|2,9579988654999866
55|Institutionen för teknisk fysik|000277260200050|0,22952410670558363260
55|Institutionen för teknisk fysik|000277273900040|1,0597603019317223
55|Institutionen för teknisk fysik|000277444900062|1,7925152926817530
55|Institutionen för teknisk fysik|000277540000006|1,6703753838027522
55|Institutionen för teknisk fysik|000277540000015|0,00000000000000000000
55|Institutionen för teknisk fysik|000277551300016|0,00000000000000000000
55|Institutionen för teknisk fysik|000277564300023|1,7932436855903320
55|Institutionen för teknisk fysik|000277717300016|0,22002675462854585921
55|Institutionen för teknisk fysik|000277717900021|0,17090416110203480874
55|Institutionen för teknisk fysik|000278011800001|1,2429380361786479
55|Institutionen för teknisk fysik|000278207500021|1,6247553925962545
55|Institutionen för teknisk fysik|000278213500013|0,00000000000000000000
55|Institutionen för teknisk fysik|000278301200022|1,4454948671764231
55|Institutionen för teknisk fysik|000278307200015|0,57342462599761317606
55|Institutionen för teknisk fysik|000278350000009|0,77009364119991050722
55|Institutionen för teknisk fysik|000278354700012|3,8025861276870964
55|Institutionen för teknisk fysik|000278427600102|0,36123314044407292160
55|Institutionen för teknisk fysik|000278562800008|1,8682098097894652
55|Institutionen för teknisk fysik|000278591000008|0,49890380598614762210
55|Institutionen för teknisk fysik|000278634800001|1,2498118404586573
55|Institutionen för teknisk fysik|000278737100002|1,0590753411179999
55|Institutionen för teknisk fysik|000278906200017|0,78371122306702005930
55|Institutionen för teknisk fysik|000279100400002|1,5745253952585122
55|Institutionen för teknisk fysik|000279134000030|0,59164317109777389007
55|Institutionen för teknisk fysik|000279203100044|0,48320864629832066979
55|Institutionen för teknisk fysik|000279334900004|0,74835570897922143315
55|Institutionen för teknisk fysik|000279422100010|0,92129364028986266212
55|Institutionen för teknisk fysik|000279422100011|0,92129364028986266212
55|Institutionen för teknisk fysik|000279566800015|0,44831092139758299285
55|Institutionen för teknisk fysik|000279613500005|0,00000000000000000000
55|Institutionen för teknisk fysik|000279627200019|0,83518769190137612367
55|Institutionen för teknisk fysik|000279715000002|1,1712032253035193
55|Institutionen för teknisk fysik|000279715000007|0,58560161265175965764
55|Institutionen för teknisk fysik|000279720800019|1,1097250066731203
55|Institutionen för teknisk fysik|000280070900034|1,1053784278407941
55|Institutionen för teknisk fysik|000280131400005|0,56403929519371333624
55|Institutionen för teknisk fysik|000280136400009|0,23026748514801873528
55|Institutionen för teknisk fysik|000280143200025|1,4336799042211345
55|Institutionen för teknisk fysik|000280262800004|0,12498118404586572788
55|Institutionen för teknisk fysik|000280514800015|1,8702274143426398
55|Institutionen för teknisk fysik|000280576600001|52,1354477255524265
55|Institutionen för teknisk fysik|000280727500024|1,1904075376747013
55|Institutionen för teknisk fysik|000280728900068|2,2642298433874774
55|Institutionen för teknisk fysik|000280817600006|1,3719854664619060
55|Institutionen för teknisk fysik|000280938500009|0,00000000000000000000
55|Institutionen för teknisk fysik|000280974800021|2,8992518777899240
55|Institutionen för teknisk fysik|000281109100071|0,00000000000000000000
55|Institutionen för teknisk fysik|000281138800003|3,2428747389099595
55|Institutionen för teknisk fysik|000281296600007|0,10580585672861342380
55|Institutionen för teknisk fysik|000281352300039|0,99012039582845636643
55|Institutionen för teknisk fysik|000281398800031|0,13068830007630918937
55|Institutionen för teknisk fysik|000281422700010|2,2450671269376643
55|Institutionen för teknisk fysik|000281422700013|1,3719854664619060
55|Institutionen för teknisk fysik|000281483400010|0,36748452777069461931
55|Institutionen för teknisk fysik|000281498200014|0,56605746084686935478
55|Institutionen för teknisk fysik|000281498200053|3,2076589447989263
55|Institutionen för teknisk fysik|000281658500007|0,12472595149653690552
55|Institutionen för teknisk fysik|000281779600089|1,5183449499141057
55|Institutionen för teknisk fysik|000281899500028|0,22633243770326504549
55|Institutionen för teknisk fysik|000281978400027|1,6247553925962545
55|Institutionen för teknisk fysik|000282017900015|1,6155530868442375
55|Institutionen för teknisk fysik|000282017900017|1,9556695261798665
55|Institutionen för teknisk fysik|000282095700002|0,30265227454721462131
55|Institutionen för teknisk fysik|000282139600002|0,00000000000000000000
55|Institutionen för teknisk fysik|000282210000024|0,55006688657136464802
55|Institutionen för teknisk fysik|000282330000002|0,00000000000000000000
55|Institutionen för teknisk fysik|000282330000004|0,00000000000000000000
55|Institutionen för teknisk fysik|000282465700020|0,25895666390633464185
55|Institutionen för teknisk fysik|000282859100002|0,74135273878259995966
55|Institutionen för teknisk fysik|000283209800007|1,1028007242693626
55|Institutionen för teknisk fysik|000283261000012|0,31809206839159479638
55|Institutionen för teknisk fysik|000283400400005|0,00000000000000000000
55|Institutionen för teknisk fysik|000283463500018|2,2326520245331373
55|Institutionen för teknisk fysik|000283491000003|0,00000000000000000000
55|Institutionen för teknisk fysik|000283531200052|0,74135273878259995966
55|Institutionen för teknisk fysik|000283634900020|1,0506675759479710
55|Institutionen för teknisk fysik|000283679400005|0,29280080632587982882
55|Institutionen för teknisk fysik|000283763100007|0,42502135228563214519
55|Institutionen för teknisk fysik|000283841400003|1,3719854664619060
55|Institutionen för teknisk fysik|000283961400015|1,0897890557105214
55|Institutionen för teknisk fysik|000284002600011|1,0377720115525938
55|Institutionen för teknisk fysik|000284334400019|0,15086711739593830794
55|Institutionen för teknisk fysik|000284386100033|0,27570018106734065425
55|Institutionen för teknisk fysik|000284652400010|0,00000000000000000000
55|Institutionen för teknisk fysik|000284653200021|0,00000000000000000000
55|Institutionen för teknisk fysik|000284662500008|0,37506867380143422720
55|Institutionen för teknisk fysik|000284671500006|3,4519620828461539
55|Institutionen för teknisk fysik|000284738900036|1,0203493180068869
55|Institutionen för teknisk fysik|000284789200019|1,2944857810673077
55|Institutionen för teknisk fysik|000284990900009|0,37737164056457956985
55|Institutionen för teknisk fysik|000285236500025|1,1001337731427293
55|Institutionen för teknisk fysik|000285363000008|0,14340392329775212326
55|Institutionen för teknisk fysik|000285485600089|0,34180832220406961749
55|Institutionen för teknisk fysik|000285519700028|0,00000000000000000000
55|Institutionen för teknisk fysik|000285582800005|0,00000000000000000000
55|Institutionen för teknisk fysik|000285657600038|0,74221482624705452489
55|Institutionen för teknisk fysik|000285768500063|0,25214232923284909190
55|Institutionen för teknisk fysik|000285858200053|0,26415117807850037231
55|Institutionen för teknisk fysik|000285990500028|0,93190658240232575295
55|Institutionen för teknisk fysik|000286078300003|1,2929761694961649
55|Institutionen för teknisk fysik|000286129800020|1,5311516846928529
55|Institutionen för teknisk fysik|000286403400002|1,0894279862058913
55|Institutionen för teknisk fysik|000286499700009|0,40241485995182934060
