Sweden;142
Niger;2
Nigeria;2
Australia;4
Spain;9
Italy;3
Iran;5
Netherlands;2
Norway;7
France;1
Finland;6
Cuba;2
USA;10
Slovenia;1
Turkey;1
India;2
Israel;1
Belgium;2
South Africa;2
Austria;2
Denmark;1
Iceland;1
Indonesia;1
Germany;2
Greece;1
Totalt antal samarbeten;49
